listing_id,product_family_key,brand,device_type,price_usd,condition_grade,condition_tier,gpu_brand,processor_brand,processor_family,processor_generation,processor_speed_ghz,os,storage_type,hdd_capacity_gb,ssd_capacity_gb,total_storage_gb,storage_tier,ram_gb,ram_tier,screen_size_inch,screen_tier,display_width_px,display_height_px,color,feature_count,has_touchscreen,has_backlit_keyboard,has_bluetooth,has_wifi
2318,Asus_i7_Unk_Unk_16in+,Asus,Notebook/Laptop,600.0,For Parts / Not Working,End-of-Life,Other,Intel,i7,2.0,,Unknown,HDD/SSD,,,,Unk,,Unk,17.0,16in+,,,Other,0,False,False,False,False
2319,Asus_Other/Unspecified_4GB_32GB_Sub-12in,Asus,Notebook/Laptop,60.0,Used,Used,Other,Other,Other/Unspecified,,1.8,Chrome,EMMC,16.0,16.0,32.0,32GB,4.0,4GB,10.1,Sub-12in,1280.0,800.0,Silver,0,False,False,False,False
2320,HP_i5_Unk_Unk_14-16in,HP,Notebook/Laptop,100.0,Used,Used,Other,Intel,i5,2.0,2.5,Windows,Unknown,,,,Unk,,Unk,14.0,14-16in,,,Other,0,False,False,False,False
2321,Dell_i5_8GB_256GB_14-16in,Dell,Notebook/Laptop,144.9,Refurbished - Good,Refurbished,Intel,Intel,i5,7.0,2.6,Windows,SSD,,256.0,256.0,256GB,8.0,8GB,14.0,14-16in,1920.0,1080.0,Black,2,False,False,False,False
2322,Dell_i7_8GB_512GB_12-14in,Dell,Notebook/Laptop,375.0,Used,Used,Intel,Intel,i7,8.0,1.7,Windows,SSD,256.0,256.0,512.0,512GB,8.0,8GB,12.0,12-14in,1366.0,768.0,Black,0,False,False,False,False
2323,Dell_i7_Unk_512GB_14-16in,Dell,Notebook/Laptop,120.0,Used,Used,Other,Intel,i7,4.0,2.6,Windows,HDD/SSD,500.0,,500.0,512GB,,Unk,15.6,14-16in,,,Black,0,False,False,False,False
2324,Dell_celeron_4GB_32GB_Sub-12in,Dell,Other,35.0,Unknown,Unknown,Other,Intel,celeron,,1.4,Chrome,SSD,16.0,16.0,32.0,32GB,4.0,4GB,11.6,Sub-12in,,,Black,3,False,False,True,True
2325,Other/Unbranded_i7_8GB_1TB_14-16in,Other/Unbranded,Notebook/Laptop,147.0,For Parts / Not Working,End-of-Life,Nvidia,Intel,i7,4.0,2.4,Windows,HDD/SSD,750.0,,750.0,1TB,8.0,8GB,14.0,14-16in,1920.0,1080.0,Black,0,False,False,False,False
2326,Lenovo_i5_4GB_Unk_14-16in,Lenovo,Notebook/Laptop,65.0,Used,Used,Other,Intel,i5,4.0,1.6,Unknown,Unknown,,,,Unk,4.0,4GB,14.0,14-16in,,,Black,0,False,False,False,False
2327,Dell_i3_8GB_512GB_14-16in,Dell,Notebook/Laptop,99.94,Used,Used,Other,Intel,i3,3.0,,Windows,HDD/SSD,320.0,,320.0,512GB,8.0,8GB,14.0,14-16in,1366.0,768.0,Other,0,False,False,False,False
2328,Dell_i5_Unk_128GB_14-16in,Dell,Notebook/Laptop,313.5,Used,Used,Intel,Intel,i5,5.0,2.7,Windows,Unknown,,120.0,120.0,128GB,,Unk,14.0,14-16in,1280.0,720.0,Other,3,False,False,False,True
2329,Dell_i5_Unk_256GB_14-16in,Dell,Notebook/Laptop,302.8,Used,Used,Intel,Intel,i5,3.0,3.0,Windows,Unknown,,240.0,240.0,256GB,,Unk,14.0,14-16in,1280.0,720.0,Other,2,False,False,False,True
2330,Dell_i5_Unk_512GB_14-16in,Dell,Notebook/Laptop,375.0,Used,Used,Intel,Intel,i5,4.0,2.6,Windows,Unknown,,480.0,480.0,512GB,,Unk,14.0,14-16in,1280.0,720.0,Other,3,False,False,False,True
2331,Acer_celeron_4GB_64GB_14-16in,Acer,Notebook/Laptop,69.94,Unknown,Unknown,Intel,Intel,celeron,,1.1,Chrome,EMMC,,64.0,64.0,64GB,4.0,4GB,14.0,14-16in,1920.0,1080.0,Silver,1,False,False,False,False
2332,Asus_Unknown_Unk_Unk_Unk,Asus,Other,75.94,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
2333,Other/Unbranded_pentium_2GB_128GB_14-16in,Other/Unbranded,Notebook/Laptop,400.0,Used,Used,Amd,Other,pentium,,1.86,Windows,HDD/SSD,80.0,,80.0,128GB,1.0,2GB,14.0,14-16in,1280.0,1024.0,Black,3,False,False,False,True
2334,Other/Unbranded_i7_16GB_2TB_12-14in,Other/Unbranded,Other,345.0,Used,Used,Other,Intel,i7,,1.9,Windows,SSD,512.0,512.0,1024.0,2TB,16.0,16GB,13.3,12-14in,,,Other,1,True,False,False,False
2335,Dell_i5_Unk_256GB_12-14in,Dell,Notebook/Laptop,422.0,Used,Used,Intel,Intel,i5,6.0,2.8,Windows,Unknown,,240.0,240.0,256GB,,Unk,12.5,12-14in,1920.0,1080.0,Other,7,True,True,True,True
2336,Dell_i7_16GB_2TB+_16in+,Dell,Notebook/Laptop,600.0,Used,Used,Intel,Intel,i7,,2.4,Windows,HDD/SSD,2000.0,2000.0,4000.0,2TB+,16.0,16GB,17.3,16in+,1920.0,1080.0,Black,6,False,True,True,True
2337,Acer_Unknown_32GB+_128GB_12-14in,Acer,Notebook/Laptop,199.9,Unknown,Unknown,Intel,Unknown,Unknown,,,Chrome,EMMC,64.0,64.0,128.0,128GB,64.0,32GB+,13.0,12-14in,,,Other,0,False,False,False,False
2338,Other/Unbranded_Other/Unspecified_Unk_Unk_Sub-12in,Other/Unbranded,Other,32.75,Open Box,Like-New,Other,AMD,Other/Unspecified,,,Unknown,Unknown,,,,Unk,,Unk,7.2,Sub-12in,,,Other,0,False,False,False,False
