Brand,Price,Condition,GPU,Processor_Family,Processor_Speed_GHz,Type,OS,Storage_Type,Storage_GB,Screen_Size_in,RAM_GB,Model_Key
other,112.2,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,114.5,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,123.2,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,457.2,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,89.6,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,58.56,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,130.4,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,318.0,Used,other,pentium,,other,unknown,unknown,,17.3,,other_pentium_large
other,88.25,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lg,103.25,New,other,other,,other,unknown,unknown,,,,lg_other_unknown
other,2506.0,New,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,309.2,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,526.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,543.5,Refurbished,nvidia,other,,other,unknown,unknown,,,,other_other_unknown
other,2288.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,377.8,Used,intel,i3,,other,windows,unknown,240.0,14.0,,other_i3_mid
other,382.5,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
dell,307.2,Used,intel,i5,,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
lg,86.1,New,other,other,,other,unknown,unknown,,,,lg_other_unknown
other,1077.0,Used,intel,i7,,other,windows,ssd,512.0,13.5,,other_i7_mid
other,58.62,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,53.16,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,85.25,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,363.2,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,91.7,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,449.8,Used,intel,i5,2.8,notebook/laptop,windows,unknown,960.0,14.0,,lenovo_i5_mid
other,289.0,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,313.2,Refurbished,nvidia,other,,other,unknown,unknown,,,,other_other_unknown
other,22.06,For Parts,other,pentium,,other,unknown,unknown,,15.0,,other_pentium_standard
other,374.5,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,59.22,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,272.0,Used,intel,i5,3.0,notebook/laptop,windows,ssd,120.0,14.0,,dell_i5_mid
other,39.12,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,45.1,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,27.94,For Parts,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,469.0,Refurbished,intel,i5,3.1,notebook/laptop,windows,unknown,960.0,14.0,,dell_i5_mid
hp,200.0,Used,other,other,,other,unknown,unknown,,14.0,,hp_other_mid
other,107.6,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,652.0,Used,intel,i5,2.8,notebook/laptop,windows,unknown,960.0,12.5,,dell_i5_mid
dell,422.5,Used,intel,i5,,notebook/laptop,windows,unknown,480.0,14.0,,dell_i5_mid
other,79.4,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,27.58,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,235.0,Used,other,i5,2.4,other,unknown,ssd,256.0,14.0,,dell_i5_mid
other,571.5,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,526.5,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,214.8,Used,intel,other,1.6,other,windows,unknown,256.0,14.0,8.0,dell_other_mid
other,103.5,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,485.5,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,60.06,New,other,other,,other,unknown,unknown,,,,other_other_unknown
acer,93.9,Unknown,other,other,,other,unknown,unknown,,,,acer_other_unknown
samsung,113.25,New,other,other,,other,unknown,unknown,,,,samsung_other_unknown
other,32.44,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,46.06,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,336.2,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,426.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,303.8,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,63.7,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,460.0,New,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,380.0,Used,other,other,,notebook/laptop,windows,unknown,,15.6,,other_other_standard
other,394.0,Used,intel,i3,3.0,notebook/laptop,windows,ssd,240.0,13.3,,other_i3_mid
other,75.94,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,203.8,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,81.6,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,85.25,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,319.5,Used,other,i5,3.1,notebook/laptop,windows,unknown,240.0,14.0,,lenovo_i5_mid
other,3156.0,New,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,339.5,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,440.2,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,381.5,Used,intel,i5,3.0,notebook/laptop,windows,unknown,480.0,14.0,,dell_i5_mid
dell,314.5,Used,intel,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
dell,408.2,Used,intel,i5,2.6,notebook/laptop,windows,unknown,480.0,14.0,,dell_i5_mid
lg,91.3,New,other,other,,other,unknown,unknown,,,,lg_other_unknown
other,481.0,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,222.9,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,128.5,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,408.5,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,488.8,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,28.98,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,94.4,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,125.94,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,361.8,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,130.0,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,2130.0,Refurbished,intel,i7,1.8,notebook/laptop,windows,ssd,120.0,14.0,,other_i7_mid
dell,462.8,Used,intel,i5,2.6,notebook/laptop,windows,unknown,960.0,14.0,,dell_i5_mid
other,105.0,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,2270.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,26.52,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,1701.0,Used,intel,i5,4.0,notebook/laptop,windows,ssd,4096.0,15.6,,lenovo_i5_standard
dell,477.8,Used,intel,i5,2.7,notebook/laptop,windows,unknown,960.0,14.0,,dell_i5_mid
other,117.44,New,other,other,,other,unknown,unknown,,,,other_other_unknown
samsung,55.12,New,other,other,,other,unknown,unknown,,,,samsung_other_unknown
other,104.7,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,28.8,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,50.78,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,84.9,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,721.0,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,607.0,Used,intel,i3,3.4,notebook/laptop,windows,ssd,256.0,15.6,,lenovo_i3_standard
other,416.2,Used,intel,i5,2.3,notebook/laptop,windows,ssd,480.0,13.3,,other_i5_mid
other,737.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
samsung,90.06,Unknown,other,other,,other,unknown,unknown,,14.0,,samsung_other_mid
other,64.0,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,48.66,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
lg,92.1,New,other,other,,other,unknown,unknown,,,,lg_other_unknown
dell,485.8,Used,intel,i5,3.1,notebook/laptop,windows,unknown,2048.0,14.0,,dell_i5_mid
other,462.0,Used,intel,i5,3.0,notebook/laptop,windows,ssd,480.0,15.6,,other_i5_standard
other,377.8,Used,intel,i3,,other,windows,unknown,120.0,14.0,,other_i3_mid
lg,112.25,New,other,other,,other,unknown,unknown,,,,lg_other_unknown
other,92.6,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,379.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,92.1,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,310.5,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,72.2,New,other,other,,other,unknown,unknown,,,,lenovo_other_unknown
other,128.1,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,45.28,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,124.25,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,108.75,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,106.6,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lg,90.75,New,other,other,,other,unknown,unknown,,,,lg_other_unknown
other,234.0,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,2080.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,2146.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,82.2,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,74.3,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,198.4,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,431.5,Used,intel,i3,3.0,notebook/laptop,windows,ssd,120.0,13.3,,other_i3_mid
other,570.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
dell,458.8,Used,nvidia,i5,,notebook/laptop,windows,unknown,960.0,14.0,,dell_i5_mid
other,123.06,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,89.9,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,114.9,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,275.8,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,377.8,Used,intel,i3,,other,windows,unknown,256.0,13.3,,other_i3_mid
other,70.0,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,52.84,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,197.2,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,411.5,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
dell,362.5,Used,intel,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
dell,180.0,Used,other,i5,2.4,notebook/laptop,windows,ssd,256.0,14.0,8.0,dell_i5_mid
other,58.62,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,310.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,119.06,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,126.25,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,21.7,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,100.4,New,other,other,,other,unknown,unknown,,,,other_other_unknown
samsung,142.0,New,other,other,,other,unknown,unknown,,,,samsung_other_unknown
lenovo,567.5,Used,intel,celeron,1.6,notebook/laptop,windows,ssd,240.0,15.6,,lenovo_celeron_standard
other,13.02,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,483.0,Used,intel,i5,,notebook/laptop,windows,unknown,120.0,15.6,,dell_i5_standard
other,431.8,Used,intel,i3,3.0,notebook/laptop,windows,ssd,120.0,13.3,,other_i3_mid
other,489.8,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,8.68,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,1144.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,8.68,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,460.0,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,338.8,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,15.19,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,93.44,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,16.28,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,454.8,Used,intel,i5,3.0,notebook/laptop,windows,ssd,480.0,14.0,,other_i5_mid
other,92.0,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,15.19,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,75.75,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,415.2,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,13.02,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,140.0,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,204.1,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,215.1,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,105.5,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,318.5,Used,intel,i3,3.0,notebook/laptop,windows,ssd,256.0,13.3,,other_i3_mid
other,176.6,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,10.85,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,326.2,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,195.4,New,other,other,,other,unknown,unknown,,,,other_other_unknown
acer,91.9,New,other,other,,other,unknown,unknown,,,,acer_other_unknown
lg,59.25,New,other,other,,other,unknown,unknown,,,,lg_other_unknown
other,74.56,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,94.0,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,82.44,New,other,other,,other,unknown,unknown,,,,other_other_unknown
samsung,130.8,New,other,other,,other,unknown,unknown,,,,samsung_other_unknown
other,311.5,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,310.0,Refurbished,other,other,,other,unknown,unknown,,,,other_other_unknown
other,2130.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,2096.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,86.2,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,192.0,Open Box,intel,i3,1.2,notebook/laptop,windows,ssd,256.0,15.6,8.0,lenovo_i3_standard
acer,390.0,New,amd,ryzen5,2.8,notebook/laptop,windows,ssd,512.0,15.6,8.0,acer_ryzen5_standard
acer,54.0,Used,other,celeron,1.6,notebook/laptop,linux,ssd,16.0,11.6,4.0,acer_celeron_small
dell,370.0,Refurbished,intel,i7,1.9,notebook/laptop,windows,ssd,1024.0,14.0,32.0,dell_i7_mid
lenovo,150.0,Used,other,i5,1.6,notebook/laptop,windows,ssd,256.0,14.0,16.0,lenovo_i5_mid
lenovo,444.5,Open Box,intel,i5,4.4,notebook/laptop,windows,ssd,512.0,15.6,12.0,lenovo_i5_standard
dell,270.0,Used,other,i5,2.4,other,unknown,unknown,256.0,15.6,16.0,dell_i5_standard
acer,349.5,Unknown,intel,other,1.8,notebook/laptop,windows,ssd,128.0,14.0,8.0,acer_other_mid
lenovo,270.0,Unknown,intel,i3,,notebook/laptop,windows,ssd,128.0,14.0,4.0,lenovo_i3_mid
dell,136.0,Used,other,other,,notebook/laptop,windows,unknown,80.0,14.0,4.0,dell_other_mid
lenovo,99.94,Used,other,i5,1.7,notebook/laptop,unknown,unknown,,14.0,8.0,lenovo_i5_mid
microsoft,530.0,Refurbished,other,i5,2.4,other,windows,ssd,256.0,12.3,16.0,microsoft_i5_mid
lg,655.0,Refurbished,other,i7,2.2,notebook/laptop,windows,ssd,512.0,17.0,,lg_i7_large
lenovo,198.0,Used,intel,i5,1.6,other,unknown,ssd,256.0,14.0,16.0,lenovo_i5_mid
hp,88.0,Used,other,i5,1.6,notebook/laptop,windows,ssd,128.0,12.0,4.0,hp_i5_small
lenovo,120.0,Used,other,i5,1.6,other,unknown,ssd,256.0,15.6,,lenovo_i5_standard
lenovo,60.0,For Parts,other,i5,2.3,notebook/laptop,unknown,hdd/ssd,,14.0,,lenovo_i5_mid
asus,163.0,Unknown,other,other,,other,unknown,unknown,,,,asus_other_unknown
microsoft,699.0,New,intel,i7,,notebook/laptop,windows,ssd,256.0,15.0,16.0,microsoft_i7_standard
hp,444.2,Open Box,intel,pentium,3.5,notebook/laptop,windows,ssd,256.0,17.3,12.0,hp_pentium_large
dell,235.0,Used,nvidia,i7,2.7,notebook/laptop,windows,ssd,512.0,15.6,16.0,dell_i7_standard
lenovo,29.98,Used,intel,i3,2.5,other,windows,hdd/ssd,300.0,15.0,4.0,lenovo_i3_standard
other,685.0,Refurbished,other,i5,2.6,other,unknown,ssd,1024.0,12.0,16.0,other_i5_small
other,118.0,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,300.0,Used,other,other,1.6,other,windows,emmc,128.0,8.1,8.0,other_other_small
lenovo,450.0,Refurbished,nvidia,other,2.8,notebook/laptop,windows,ssd,512.0,15.6,16.0,lenovo_other_standard
microsoft,259.8,Used,intel,i5,1.5,notebook/laptop,windows,ssd,256.0,13.5,8.0,microsoft_i5_mid
hp,172.0,Used,intel,i7,1.9,notebook/laptop,windows,ssd,256.0,14.0,8.0,hp_i7_mid
dell,422.0,Refurbished,intel,i5,2.6,notebook/laptop,windows,ssd,256.0,11.6,16.0,dell_i5_small
other,220.0,Unknown,other,i5,1.3,other,chrome,ssd,128.0,13.3,8.0,other_i5_mid
lenovo,268.0,Refurbished,nvidia,i7,2.4,notebook/laptop,windows,ssd,512.0,15.6,16.0,lenovo_i7_standard
dell,400.0,Refurbished,other,i7,,notebook/laptop,windows,ssd,1024.0,14.0,32.0,dell_i7_mid
other,300.0,Open Box,other,other,,other,android,other,128.0,10.95,8.0,other_other_small
lenovo,187.8,Used,nvidia,i7,2.9,other,windows,ssd,256.0,14.1,16.0,lenovo_i7_standard
dell,100.0,Used,other,i7,,other,unknown,unknown,,14.0,,dell_i7_mid
asus,289.5,Unknown,intel,i3,3.0,notebook/laptop,windows,ssd,256.0,14.0,8.0,asus_i3_mid
other,178.0,Used,other,i5,,notebook/laptop,windows,ssd,256.0,12.0,8.0,other_i5_small
other,208.8,Used,other,other,,other,android,emmc,16.0,7.0,,other_other_small
microsoft,130.0,Used,other,i5,2.4,other,windows,ssd,256.0,12.3,8.0,microsoft_i5_mid
dell,400.0,Used,other,i5,1.7,notebook/laptop,windows,ssd,512.0,15.6,16.0,dell_i5_standard
other,226.8,Used,other,i5,,notebook/laptop,unknown,unknown,,13.3,,other_i5_mid
hp,725.0,Open Box,other,i5,3.3,notebook/laptop,windows,ssd,256.0,16.0,16.0,hp_i5_large
lenovo,400.0,Refurbished,intel,i7,1.8,other,windows,ssd,1024.0,14.0,24.0,lenovo_i7_mid
lenovo,139.0,Used,other,i5,1.7,notebook/laptop,unknown,unknown,256.0,12.5,8.0,lenovo_i5_mid
hp,450.0,Open Box,amd,ryzen7,2.6,notebook/laptop,windows,ssd,256.0,14.0,16.0,hp_ryzen7_mid
dell,155.0,Used,intel,i7,1.9,notebook/laptop,windows,ssd,256.0,14.0,16.0,dell_i7_mid
other,145.1,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,358.5,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,111.25,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,459.0,Unknown,other,other,,notebook/laptop,unknown,unknown,,,,lenovo_other_unknown
other,64.0,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,392.0,Used,intel,i5,2.6,notebook/laptop,windows,unknown,480.0,14.0,,dell_i5_mid
other,81.4,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,603.5,Used,intel,i3,3.0,notebook/laptop,windows,ssd,960.0,15.6,,lenovo_i3_standard
other,283.5,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,545.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,43.5,Used,other,other,,other,unknown,unknown,,14.0,,other_other_mid
other,104.94,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,637.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,476.8,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,591.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,366.8,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,166.9,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,88.7,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,852.0,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
dell,465.5,Refurbished,intel,i5,,other,windows,ssd,960.0,10.8,,dell_i5_small
other,485.5,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,626.0,Used,intel,i5,3.0,notebook/laptop,windows,ssd,120.0,14.0,,lenovo_i5_mid
